keyboard_instrument.n.01,2
switch.n.01,2
beating-reed_instrument.n.01,2
cylinder.n.02,2
grammatical_category.n.01,2
social_control.n.01,2
seating.n.01,2
brass.n.02,2
whole.n.01,2
artistic_movement.n.01,2
scar.n.01,2
feed.n.01,2
gymnospermous_tree.n.01,2
protoctist.n.01,2
conic_section.n.01,2
somatic_cell.n.01,2
polyhedron.n.01,2
pitch.n.02,2
section.n.04,2
jewel.n.01,2
gem.n.02,2
series.n.01,2
cooperation.n.01,2
merchandise.n.01,2
letter.n.01,2
discrimination.n.02,2
simple_closed_curve.n.01,2
biometric_identification.n.01,2
contraceptive.n.01,2
maneuver.n.05,2
spatial_property.n.01,2
leadership.n.02,2
isogon.n.01,2
interest.n.01,2
light.n.01,2
area.n.06,2
day_of_the_week.n.01,2
hominid.n.01,2
farewell.n.01,2
greeting.n.01,2
angular_unit.n.01,2
beginning.n.01,2
illumination.n.02,2
training.n.01,2
ossicle.n.01,2
power_tool.n.01,2
stairway.n.01,2
degree.n.02,2
penal_institution.n.01,2
finish.n.04,2
shelter.n.02,2
combination.n.07,2
endocrine_gland.n.01,2
party.n.04,2
maneuver.n.03,2
work.n.02,2
parlor_game.n.01,2
aptitude.n.01,2
distribution.n.03,2
light.n.07,2
flash.n.01,2
check.n.01,2
plastic_art.n.01,2
solid_figure.n.01,2
model.n.04,2
problem.n.02,2
undertaking.n.01,2
sports_implement.n.01,2
elasmobranch.n.01,2
marker.n.02,2
blessing.n.01,2
agaric.n.02,2
relish.n.02,2
stalk.n.02,2
pod.n.02,2
climber.n.01,2
summer_squash.n.01,2
squash.n.02,2
saying.n.01,2
horse-drawn_vehicle.n.01,2
coal.n.01,2
humate.n.01,2
atmospheric_electricity.n.01,2
general_anesthetic.n.01,2
warrant.n.01,2
grouping.n.02,2
reaction-propulsion_engine.n.01,2
low_explosive.n.01,2
winder.n.03,2
satellite.n.01,2
traveler.n.01,2
warship.n.01,2
promotion.n.01,2
recreational_vehicle.n.01,2
nonexistence.n.01,2
atmosphere.n.01,2
hostility.n.02,2
garnish.n.01,2
water.n.01,2
temporal_arrangement.n.01,2
expectation.n.01,2
disorder.n.03,2
battle.n.01,2
opiate.n.01,2
windstorm.n.01,2
consequence.n.01,2
conversation.n.01,2
reaction.n.03,2
duck.n.03,1
hawk.n.01,1
pigeon.n.01,1
swan.n.01,1
ass.n.03,1
beard.n.01,1
belly.n.02,1
lineage.n.01,1
body.n.01,1
bottom.n.02,1
bruise.n.01,1
center.n.01,1
finger.n.01,1
foundation.n.03,1
hair.n.03,1
head.n.04,1
branch.n.03,1
mustache.n.01,1
penis.n.01,1
peel.n.02,1
cap.n.02,1
cape.n.01,1
coat.n.01,1
dress.n.01,1
attire.n.01,1
glove.n.02,1
robe.n.01,1
slipper.n.01,1
cola.n.02,1
calculator.n.02,1
clock.n.01,1
microphone.n.01,1
register.n.04,1
baby.n.01,1
child.n.01,1
father.n.01,1
mother.n.01,1
berry.n.02,1
bed.n.01,1
cabinet.n.01,1
cushion.n.03,1
lamp.n.01,1
seat.n.04,1
shelf.n.01,1
fecal_matter.n.01,1
game.n.09,1
rejoinder.n.01,1
fence.n.01,1
floor.n.02,1
kitchen.n.01,1
roof.n.02,1
yard.n.02,1
electric_refrigerator.n.01,1
knife.n.02,1
napkin.n.01,1
plate.n.09,1
spoon.n.01,1
baboon.n.01,1
elephant.n.01,1
goat.n.01,1
horse.n.02,1
leopard.n.02,1
phalanger.n.01,1
rabbit.n.01,1
seal.n.08,1
squirrel.n.01,1
wolf.n.01,1
beef.n.02,1
drumstick.n.02,1
fish.n.02,1
month.n.02,1
bend.n.03,1
diamond.n.01,1
line.n.05,1
loop.n.02,1
rectangle.n.01,1
shape.n.01,1
space.n.01,1
star.n.01,1
day.n.04,1
broom.n.01,1
screw.n.04,1
doll.n.01,1
racket.n.04,1
vegetable.n.02,1
airplane.n.01,1
carriage.n.02,1
tractor.n.01,1
van.n.05,1
wagon.n.01,1
rain.n.01,1
touch.n.01,1
fight.n.02,1
dental_care.n.01,1
contact.n.01,1
crest.n.05,1
remedy.n.02,1
micturition.n.01,1
details.n.01,1
rear.n.05,1
bunk.n.04,1
defecation.n.01,1
worthlessness.n.01,1
washup.n.01,1
descent.n.01,1
showman.n.02,1
bribe.n.01,1
gamma_hydroxybutyrate.n.01,1
absorbent_material.n.01,1
misfortune.n.02,1
dressing.n.06,1
dentifrice.n.01,1
cry.n.01,1
badminton_equipment.n.01,1
thrush.n.03,1
bishop.n.01,1
finch.n.01,1
young_bird.n.01,1
faucet.n.01,1
corvine_bird.n.01,1
cry.n.05,1
sioux.n.01,1
boast.n.01,1
siouan.n.02,1
cuculiform_bird.n.01,1
pacifist.n.01,1
coin.n.01,1
militarist.n.01,1
